ID,Kasutusotstarve,Kasutusotstarve_ID,Maakond,KOV,KOV_voi_LinnaOsa,Esmane_Kasutuselevotu_Aasta,Ajastu,Aeg,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Rummide_arv_vannitoata,Maksimaalne_Korruste_Arv,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Mitu otsaseina soojustatud?,Kande- ja jäigastavate konstruktsioonide materjal,Välisseina liik,Välisseina välisviimistluse materjal,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis,Aken/sein,Heated/6.25,A märgis/A arv(köetavast pinnast),Akende pindala vastavalt tubade arvule,A märgis/A arv(ktubade arv),kütte kommentaar
32,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Elva vald, Elva linn,1975,1971-1980,1950-1980,18,20,87,69,3,0,3,1,10.6,10.5,10.4,48.3,498,1508.3,449.2,1220.4,suurplokk,4,0,0,monoliitne raudbetoon. monteeritav raudbetoon. tellis. väikeplokk,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis. väikeplokk,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,D,656,133,0.169,195.26,1.468150376,156.63,1.177669173,pole
364,Muu kolme või enama korteriga elamu,12339,Tartu maakond, Tartu linn, Tartu linn,1961,1961-1970,1950-1980,44,40,160,116,4,0,3,1,16.1,16,11.3,49.7,534,2075.1,519.4,2075.1,suurplokk,4,0,0,monteeritav raudbetoon,tellis,muu,muu,kaugküte,0,1,0,0,0,1,A,1140.8,467.8,0.291,332.02,0.709739205,263.32,0.562890124,pole
213,Muu kolme või enama korteriga elamu,11222,Saare maakond, Saaremaa vald, Kuressaare linn,1988,1981-1990,>1980,18,20,84,66,3,0,3,1,10,10,11,51.8,531,1661.4,508.7,1152.7,suurplokk,18,14,4,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte. kohtküte,0,1,0,1,0,0,D,1047.3,178.9,0.146,184.43,1.030922303,149.82,0.83745109,pole
162,Muu kolme või enama korteriga elamu,11222,Saare maakond, Saaremaa vald, Valjala alevik,1976,1971-1980,1950-1980,18,20,87,69,3,0,3,1,10.6,10.5,8.4,48.8,442,1311.6,421.9,935,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,lokaalküte,0,0,1,0,0,1,C,741.9,202.6,0.215,149.60,0.73840079,156.63,0.773099704,pole
337,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1974,1971-1980,1950-1980,24,20,134,110,4,0,3,1,13.1,13,14.1,56.5,732,2546.1,613.8,2030.5,suurplokk,4,0,0,monteeritav raudbetoon. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,B,1082,483.62,0.309,324.88,0.67176709,249.7,0.516314462,pole
14,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1968,1961-1970,1950-1980,38,40,161,123,4,0,3,1,16.2,16,14.1,61.1,706.1,2617.8,0,2206.3,suurplokk,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,keraamiline tellis. fassaadiplaat (seal hulgas tsementkiudplaat),eterniit. plekk,kaugküte,0,1,0,0,0,1,C,1056.7,430.9,0.290,353.01,0.819234161,279.21,0.647969366,Tõhus kaugküte
20,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1986,1981-1990,>1980,27,30,123,96,3,0,3,0,9.8,10,12.9,59.2,766,2297,0,1796.9,suurplokk,10,6,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,lokaalküte. kohtküte,1,0,0,1,0,1,C,1121,274.5,0.197,287.50,1.047373406,217.92,0.793879781,Gaas kondensatsioonikatel
204,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1989,1981-1990,>1980,27,30,110,83,3,0,3,1,11.3,11.5,26.2,46,670.1,1924.7,429.3,1453.5,suurplokk,6,2,0,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv. fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,C,789,255,0.244,232.56,0.912,188.41,0.738862745,pole
360,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1966,1961-1970,1950-1980,48,50,204,156,4,0,3,1,14.7,14.5,11.7,61.2,700.4,2539.5,41.5,2119,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,0,0,1,C,1094.6,399.7,0.267,339.04,0.848236177,354.12,0.885964473,pole
30,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere vald, Sõmeru alevik,1973,1971-1980,1950-1980,27,30,108,81,3,0,3,1,11.3,11.5,13.3,50.2,783,1817.5,500,1344.5,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit. puudub,kaugküte,0,1,0,0,0,0,E,692,291,0.296,215.12,0.739243986,183.87,0.63185567,Kaugküte
153,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere vald, Sõmeru alevik,1986,1981-1990,>1980,18,20,84,66,3,0,3,1,11.3,11.5,11.7,52.2,533,1648.1,518.9,1250.7,suurplokk,4,0,2,monteeritav raudbetoon. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,katusekivi,kaugküte,0,1,0,1,0,0,C,1252,204.7,0.141,200.11,0.977586712,149.82,0.731900342,pole
368,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Vinni vald, Piira küla,1982,1981-1990,>1980,21,20,105,84,3,0,3,1,13,13,0,0,667,2035,472.1,1392.4,suurplokk,18,14,0,monteeritav raudbetoon. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. tellis,mitmekihiline raudbetoonpaneel. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv. fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,kaugküte. lokaalküte,1,0,0,1,0,1,C,994.2,258.5,0.206,222.78,0.861833656,190.68,0.737640232,pole
161,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Vinni vald, Roela alevik,1972,1971-1980,1950-1980,12,10,48,36,2,0,3,1,9.7,9.5,11,38.4,397,840.8,162.2,573,suurplokk,10,6,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kohtküte,0,1,0,0,0,1,D,385.5,125.3,0.245,91.68,0.731683958,81.72,0.652194733,pole
2,Muu kolme või enama korteriga elamu,11222,Rapla maakond, Rapla vald, Rapla linn,1967,1961-1970,1950-1980,48,50,204,156,4,0,3,1,12,12,0,0,685,2590.4,554.9,2035.5,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,0,0,1,F,1259,388,0.236,325.68,0.839381443,354.12,0.912680412,pole
16,Muu kolme või enama korteriga elamu,11222,Rapla maakond, Märjamaa vald, Kasti küla,1982,1981-1990,>1980,18,20,84,66,3,0,3,0,10.2,10,11.5,52.5,525,1578.3,0,1323.1,suurplokk,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,eterniit,kohtküte,0,1,0,1,0,0,B,893.4,210,0.190,211.70,1.00807619,149.82,0.713428571,Pelletkatel
150,Muu kolme või enama korteriga elamu,11222,Põlva maakond, Põlva vald, Põlva linn,1972,1971-1980,1950-1980,36,40,144,108,4,0,3,1,15.3,15.5,11.2,49.3,548,2025.9,447.1,2025.9,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,lokaalküte. kaugküte,0,1,0,0,1,0,D,1215.4,336,0.217,324.14,0.964714286,245.16,0.729642857,pole
163,Muu kolme või enama korteriga elamu,11222,Valga maakond, Tõrva vald, Tõrva linn,1971,1971-1980,1950-1980,18,20,87,69,3,0,3,1,10,10,9,40,423,1264.5,73.4,1020,suurplokk,4,0,0,tellis,muu,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),bituumen või  PVC  plaat või rullmaterjal,lokaalküte,1,0,0,0,0,0,B,665,257,0.279,163.20,0.635019455,156.63,0.609455253,pole
182,Muu kolme või enama korteriga elamu,11222,Valga maakond, Tõrva vald, Tõrva linn,1965,1961-1970,1950-1980,12,10,47,35,2,0,3,1,8.6,8.5,11.1,38.2,354,796,303.6,552,suurplokk,4,0,0,tellis. monteeritav raudbetoon,tellis,krohv,plaatmaterjal (seal hulgas tsementkiudplaat),lokaalküte,0,1,0,0,0,1,C,547.5,113,0.171,88.32,0.78159292,79.45,0.703097345,pole
21,Muu kolme või enama korteriga elamu,11222,Valga maakond, Tõrva vald, Tõrva linn,1971 (2019),1971-1980,>1980,12,10,48,36,2,0,3,1,8.9,9,10.8,38,358,800.4,0,595.6,suurplokk,4,0,0,tellis. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,tellis. väikeplokk. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),keraamiline tellis. krohv,eterniit. plaatmaterjal (seal hulgas tsementkiudplaat),muu. kohtküte. lokaalküte,0,1,0,0,0,1,C,382.3,120.4,0.240,95.30,0.791495017,81.72,0.678737542,Maasoojuspump
170,Muu kolme või enama korteriga elamu,11222,Valga maakond, Tõrva vald, Tõrva linn,1989,1981-1990,>1980,24,20,113,89,4,0,3,1,13,13,11,55,560,2011.6,481.9,1640,suurplokk,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,B,1173,287.2,0.197,262.40,0.913649025,202.03,0.703447075,pole
167,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn,1999,1991-2000,>1980,12,10,64,52,2,0,3,1,8.3,8.5,0,0,585,1317.3,475.1,871.1,suurplokk,4,0,0,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit,kaugküte,0,1,0,0,1,1,E,566.4,141.2,0.200,139.38,0.987082153,118.04,0.835977337,pole
35,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi linn, Viljandi linn,1982,1981-1990,>1980,18,20,87,69,3,0,3,1,9.8,10,9.7,48.3,482,1428.1,0,1136.4,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,muu,kaugküte. kohtküte,1,0,0,0,0,0,C,679.8,238,0.259,181.82,0.763966387,156.63,0.658109244,Tõhus kaugküte
67,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi linn, Viljandi linn,1982,1981-1990,>1980,18,20,84,66,3,0,3,1,10.5,10.5,11.7,52.2,561,1644.3,538.8,1225,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,muu,kaugküte,1,0,0,1,0,0,D,0,1,0.000,196.00,196,151.8,151.8,pole
31,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Viljandi vald, Päri küla,1973 (2017),1971-1980,>1980,12,10,58,46,2,0,3,0,7.6,7.5,9.3,47.9,477,1120.7,256.5,769.4,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,B,582.1,136.1,0.190,123.10,0.904511389,104.42,0.767229978,Tõhus kaugküte
60,Muu kolme või enama korteriga elamu,11222,Jõgeva maakond, Jõgeva vald, Siimusti alevik,1969,1961-1970,1950-1980,12,10,48,36,2,0,3,1,8.3,8.5,11.2,37,369,826.3,313.6,550.9,suurplokk,4,0,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),keraamiline tellis,eterniit,kaugküte,0,1,0,0,0,0,D,0,1,0.000,88.14,88.144,82.8,82.8,pole
86,Muu kolme või enama korteriga elamu,11222,Harju maakond, Saue vald, Haiba küla,1985,1981-1990,>1980,18,20,84,66,3,0,3,1,10.8,11,12,52,616,1594,470.3,1123.7,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,lokaalküte,1,0,0,1,0,0,D,703.6,275.2,0.281,179.79,0.653313953,149.82,0.54440407,pole
255,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Ravila alevik,1973,1971-1980,1950-1980,18,20,87,69,3,0,3,1,10.5,10.5,8.5,48.9,409,1282.5,357.4,903.1,suurplokk,4,0,0,tellis,tellis. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,F,653.8,243.1,0.271,144.50,0.59438914,156.63,0.644302756,pole
82,Muu kolme või enama korteriga elamu,11222,Harju maakond, Kose vald, Kose alevik,1980,1971-1980,1950-1980,18,20,82,64,3,0,3,1,12,12,12,52,545,1780.7,656.1,1289,suurplokk,4,0,0,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),pole,eterniit,kaugküte,0,1,0,1,0,0,C,835,244,0.226,206.24,0.845245902,145.28,0.595409836,pole
343,Muu kolme või enama korteriga elamu,11222,Harju maakond, Raasiku vald, Aruküla alevik,1977,1971-1980,1950-1980,18,20,84,66,3,0,3,1,12.1,12,0,0,602.2,1637.4,522.8,1270,suurplokk,8,4,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,plekk,kohtküte. kaugküte,0,1,0,1,0,0,C,836,287,0.256,203.20,0.708013937,149.82,0.522020906,pole
4,Muu kolme või enama korteriga elamu,11222,Harju maakond, Rae vald, Jüri alevik,1986,1981-1990,>1980,18,20,85,67,3,0,3,1,12.7,12.5,0,0,557,1673.1,531.3,1286,suurplokk,4,0,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte,0,1,0,1,0,0,E,1094.8,203.6,0.157,205.76,1.010609037,152.09,0.747003929,pole
7,Muu kolme või enama korteriga elamu,11222,Harju maakond, Viimsi vald, Viimsi alevik,1980,1971-1980,1950-1980,18,20,87,69,3,0,3,1,46.8,47,11.1,52,594,1592,437.9,1251,suurplokk,4,0,2,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,E,851,271,0.242,200.16,0.738597786,156.63,0.57797048,pole
74,Muu kolme või enama korteriga elamu,11222,Harju maakond, Harku vald, Vääna küla,1988,1981-1990,>1980,12,10,58,46,2,0,3,1,8.2,8,10.1,48.3,508,1024.1,342.7,998.8,suurplokk,4,0,2,tellis. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis,krohv. fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,lokaalküte,1,0,0,0,0,0,A,633.1,93.4,0.129,159.81,,104.42,1.117987152,pole
38,Muu kolme või enama korteriga elamu,11222,Ida-Viru maakond, Toila vald, Voka alevik,1983,1981-1990,>1980,29,30,136,107,3,0,4,1,8.5,8.5,13.1,60.7,765,2364.3,0,1807.8,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,lokaalküte,1,0,0,0,0,0,E,908,270,0.229,289.25,1.071288889,242.89,0.899592593,Gaasikatel
208,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Tõstamaa alevik,1981,1981-1990,>1980,18,20,85,67,3,0,4,1,12.3,12.5,10.7,52.5,606,1565.2,428.7,1284.4,suurplokk,4,0,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,1,0,0,C,736.6,223.9,0.233,205.50,0.917838321,152.09,0.679276463,pole
28,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1977,1971-1980,1950-1980,55,60,235,180,5,0,4,1,16.4,16.5,0,0,727,3378.1,199.5,2762.5,suurplokk,4,0,0,monteeritav raudbetoon,tellis. väikeplokk,pole,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,D,1457.6,587.6,0.287,442.00,0.752212389,408.6,0.695371001,pole
248,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1968,1961-1970,1950-1980,55,60,235,180,5,0,4,1,15.6,15.5,10.9,65.2,706,3366.4,194.8,2780,suurplokk,4,0,2,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). betoon,fassaadiplaat (seal hulgas tsementkiudplaat). krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,D,1465.3,572.5,0.281,444.80,0.776943231,408.6,0.71371179,pole
303,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1965,1961-1970,1950-1980,80,80,339,259,5,0,4,1,16.1,16,11.1,81,880,4198.2,207,3636,suurplokk,4,0,0,puit,mitmekihiline raudbetoonpaneel,muu,bituumen või  PVC  plaat või rullmaterjal,lokaalküte,0,1,0,0,0,1,F,1781.2,911.1,0.338,581.76,0.63852486,587.93,0.645296894,pole
347,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Ilmatsalu alevik,1982,1981-1990,>1980,24,20,116,92,3,0,4,1,12,12,11.7,71.4,785,2229.7,708.8,1730.1,suurplokk,10,6,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,eterniit,kaugküte,0,1,0,1,0,0,F,1170.7,336.9,0.223,276.82,0.821656278,208.84,0.619887207,pole
268,Muu kolme või enama korteriga elamu,11222,Saare maakond, Saaremaa vald, Kärla alevik,1987,1981-1990,>1980,24,20,115,91,3,0,4,1,10.2,10,11.5,71.7,731,2314.4,717.3,1800,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kohtküte. kaugküte,0,1,0,1,0,0,D,0,186.912,1.000,288.00,1.540832049,206.57,1.105172488,pole
138,Muu kolme või enama korteriga elamu,11222,Järva maakond, Järva vald, Järva-Jaani alev,1982,1981-1990,>1980,24,20,104,80,3,0,4,1,12,12,43.4,440,649,2064.5,239.3,1608.3,suurplokk,14,10,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv. fassaadiplaat (seal hulgas tsementkiudplaat),plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,1,0,0,C,1129,332,0.227,257.33,0.775084337,181.6,0.546987952,pole
275,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Kadrina vald, Kihlevere küla,1977,1971-1980,1950-1980,19,20,71,52,2,0,4,1,9.6,9.5,12.3,49.9,700,1389.5,522,916.6,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit,kaugküte,0,1,0,0,1,1,E,504.1,147.51,0.226,146.66,0.994210562,118.04,0.800216934,pole
127,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Viru-Nigula vald, Kunda linn,1970,1961-1970,1950-1980,55,60,235,180,5,0,4,1,18.2,18,11.3,65.1,800.5,3255.5,589.8,2854,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon. monoliitne raudbetoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). betoon,krohv. fassaadiplaat (seal hulgas tsementkiudplaat),eterniit. plekk,kaugküte,0,1,0,0,0,0,D,1259,388,0.236,456.64,1.176907216,408.6,1.053092784,pole
95,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1965,1961-1970,1950-1980,48,50,204,156,4,0,4,1,15.2,15,11.2,61.1,658,2555.2,256.7,2122,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv. muu,plekk,kaugküte,0,1,0,0,0,1,D,1186,458.3,0.279,339.52,0.740824787,354.12,0.77268165,pole
240,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1966,1961-1970,1950-1980,50,50,193,143,4,0,4,1,15,15,13.4,61.2,706.1,2534.2,531.2,2131,suurplokk,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat),plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte. lokaalküte,0,1,0,0,0,1,C,1101,435.3,0.283,340.96,0.783275902,324.61,0.745715598,pole
241,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere vald, Sõmeru alevik,1985,1981-1990,>1980,24,20,114,90,3,0,4,1,11.6,11.5,16,71.1,811,1740.6,181.2,1589.4,suurplokk,6,2,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kohtküte. lokaalküte,0,1,0,0,0,0,C,875.9,198.4,0.185,254.30,1.281774194,204.3,1.029737903,pole
143,Muu kolme või enama korteriga elamu,11222,Rapla maakond, Kehtna vald, Kehtna alevik,1984,1981-1990,>1980,24,20,116,92,3,0,4,1,12.4,12.5,10.6,71.8,729,2221.4,655.1,1786,suurplokk,12,8,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,plekk,kaugküte,0,1,0,1,0,0,C,0,1,0.000,285.76,285.76,211.6,211.6,pole
8,Muu kolme või enama korteriga elamu,11222,Rapla maakond, Rapla vald, Rapla linn,1989,1981-1990,>1980,24,20,115,91,3,0,4,1,12.8,13,17.4,71.9,729,2196,629.3,1647,suurplokk,6,2,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),muu,plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,1,0,0,D,1543.73,267.82,0.148,263.52,0.98394444,206.57,0.77130162,pole
159,Muu kolme või enama korteriga elamu,11222,Põlva maakond, Põlva vald, Põlva linn,1980,1971-1980,1950-1980,24,20,116,92,3,0,4,1,12.1,12,11.7,71.9,745,2139.4,411.3,1686,suurplokk,16,12,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,pole,pole,kaugküte,0,1,0,1,0,0,E,1422.4,301.4,0.175,269.76,0.895023225,208.84,0.692899801,pole
123,Muu kolme või enama korteriga elamu,11222,Põlva maakond, Põlva vald, Põlva linn,1968,1961-1970,1950-1980,55,60,235,180,5,0,4,1,16.5,16.5,11.2,65.3,828,3231.3,559.2,2887,suurplokk,4,0,0,monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,0,C,1580.3,607.7,0.278,461.92,0.760111897,408.6,0.672371236,pole
76,Muu kolme või enama korteriga elamu,11222,Valga maakond, Valga vald, Valga linn,1992,1991-2000,>1980,30,30,137,107,3,0,4,1,11.9,12,16.8,60.7,843,2463.1,100,1930,suurplokk,6,2,0,tellis. puit. monteeritav raudbetoon. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,tellis. väikeplokk. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit. plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,1,0,0,C,926.7,292.1,0.240,308.80,1.057172201,242.89,0.831530298,pole
188,Muu kolme või enama korteriga elamu,11222,Valga maakond, Tõrva vald, Tõrva linn,1980,1971-1980,1950-1980,32,30,155,123,4,0,4,1,13.5,13.5,0,0,776,2901.4,817.2,2166,suurplokk,4,0,0,monteeritav raudbetoon,mitmekihiline raudbetoonpaneel,krohv,bituumen või  PVC  plaat või rullmaterjal,lokaalküte,1,0,0,1,0,0,A,1281.4,481.4,0.273,346.56,0.719900291,279.21,0.579995845,pole
109,Muu kolme või enama korteriga elamu,11222,Viljandi maakond, Põhja-Sakala vald, Olustvere alevik,1988,1981-1990,>1980,24,20,104,80,3,0,4,1,11.6,11.5,0,0,695,1941.1,266.8,1622.2,suurplokk,6,2,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),fassaadiplaat (seal hulgas tsementkiudplaat),plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,1,0,0,B,1156,237,0.170,279.69,1.180125127,200,0.843881857,pole
