ID,Kasutusotstarve,Kasutusotstarve_ID,Maakond,KOV,KOV_voi_LinnaOsa,Esmane_Kasutuselevotu_Aasta,Ajastu,Aeg,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Rummide_arv_vannitoata,Maksimaalne_Korruste_Arv,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Mitu otsaseina soojustatud?,Kande- ja jäigastavate konstruktsioonide materjal,Välisseina liik,Välisseina välisviimistluse materjal,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis,Aken/sein,Heated/6.25,A märgis/A arv(köetavast pinnast),Akende pindala vastavalt tubade arvule,A märgis/A arv(ktubade arv),kütte kommentaar
124,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Pärnu linn,1962,1961-1970,1950-1980,32,30,120,88,4,0,2,1,15,15,0,0,394,1294.3,97.8,1209,tellis,4,0,0,tellis,tellis. väikeplokk,keraamiline tellis,eterniit,kaugküte,0,1,0,0,0,1,C,742,255,0.256,193.44,0.758588235,199.76,0.783372549,pole
201,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Pärnu linn,1968,1961-1970,1950-1980,36,40,144,108,3,0,6,1,11.4,11.5,9.8,76.1,756.1,2251.1,736.2,1608,tellis,6,2,0,tellis,tellis,krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kohtküte. kaugküte,0,1,0,0,0,1,C,1440.4,351.6,0.196,257.28,0.731740614,245.16,0.697269625,pole
266,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Tõstamaa alevik,1972,1971-1980,1950-1980,18,20,87,69,3,0,3,1,10.3,10.5,0,0,452,1255.3,362.9,1011.3,tellis,4,0,0,tellis,tellis. väikeplokk,pole,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,0,C,674.9,201.6,0.230,161.81,0.802619048,156.63,0.776934524,pole
269,Muu kolme või enama korteriga elamu,11222,Pärnu maakond, Pärnu linn, Pärnu linn,1970,1961-1970,1950-1980,85,90,356,271,5,0,6,1,17,17,0,0,1130,4864.3,874,4588,tellis,4,0,2,tellis,tellis. väikeplokk. tellis,keraamiline tellis. krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,1,C,2304,889,0.278,734.08,0.825736783,615.17,0.691979753,pole
351,Muu kolme või enama korteriga elamu,12311,Tartu maakond, Tartu linn, Tartu linn,1963,1961-1970,1950-1980,49,50,204,155,4,0,4,1,16.7,16.5,0,0,659,2521.2,398.5,2140,tellis,4,0,0,tellis,mitmekihiline raudbetoonpaneel,keraamiline tellis,eterniit,kaugküte,0,1,0,0,0,1,B,1572.3,432.5,0.216,342.40,0.791676301,351.85,0.813526012,pole
366,Muu kolme või enama korteriga elamu,12201,Tartu maakond, Tartu linn, Tartu linn,1963,1961-1970,1950-1980,31,30,127,96,4,0,2,1,15.3,15.5,11.7,41.2,445,1604.1,244.9,1420,tellis,5,1,0,tellis. puit. monteeritav raudbetoon,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,A,966.6,297.4,0.235,227.20,0.76395427,217.92,0.732750504,pole
38,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1977,1971-1980,1950-1980,24,20,101,77,3,0,2,1,11,11,0,0,458,1380.6,57.8,1045.6,tellis,4,0,0,tellis. monteeritav raudbetoon,tellis,krohv. fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,0,0,1,E,0,1,0.000,167.30,167.296,177.1,177.1,pole
301,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1960,1951-1960,1950-1980,32,30,120,88,4,0,2,1,17.2,17,13,35.1,467,1652,143.9,1355,tellis,4,0,0,tellis,tellis. väikeplokk,krohv,eterniit,kaugküte,0,1,0,0,0,1,D,1027.4,235.4,0.186,216.80,0.920985556,199.76,0.848598131,pole
166,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1977,1971-1980,1950-1980,85,90,355,270,5,0,6,1,18.7,18.5,0,0,1076,5357.2,1533,4139.2,tellis,15,11,0,tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,1,1,D,2791,872,0.238,662.27,0.759486239,612.9,0.702866972,pole
372,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1969,1961-1970,1950-1980,18,20,72,54,3,0,2,1,12,12,0,0,359,1122.7,338.4,859,tellis,4,0,0,tellis,tellis. väikeplokk,pole,eterniit,kaugküte,0,1,0,0,0,1,B,550,179,0.246,137.44,0.767821229,122.58,0.684804469,pole
307,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1970,1961-1970,1950-1980,60,60,265,205,5,0,4,1,18.7,18.5,13.7,85.2,1066,4920,1164,3623.5,tellis,13,9,0,tellis. monteeritav raudbetoon,tellis,krohv. fassaadiplaat (seal hulgas tsementkiudplaat). keraamiline tellis,bituumen või  PVC  plaat või rullmaterjal,kaugküte. kohtküte,1,0,0,0,1,1,D,1055,472,0.309,579.76,1.228305085,465.35,0.985911017,pole
332,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1973,1971-1980,1950-1980,110,110,468,358,5,0,8,1,17.8,18,0,0,1433,7350,462.8,5736,tellis,4,0,0,tellis. tellis. väikeplokk,tellis. väikeplokk,keraamiline tellis,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,C,2345.4,1328.8,0.362,917.76,0.690668272,812.66,0.611574353,pole
267,Muu kolme või enama korteriga elamu,12646,Tartu maakond, Tartu linn, Tartu linn,1988,1981-1990,>1980,79,80,359,280,5,0,7,1,16.1,16,13.6,118,1569,6999.2,1581,5996.6,tellis,30,26,0,monteeritav raudbetoon. tellis,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,A,3786.8,825.1,0.179,959.46,1.16283602,635.6,0.770330869,pole
251,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1991,1991-2000,>1980,24,20,126,102,4,0,2,1,15.1,15,34,38.6,602,2246.6,608.4,1709.6,tellis,18,14,0,tellis. tellis. väikeplokk,tellis. väikeplokk. tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,C,1346.2,188.5,0.123,273.54,1.451119363,231.54,1.228328912,pole
156,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1990,1981-1990,>1980,40,40,148,108,5,0,4,1,16.8,17,14.5,38,552,2394.2,287.9,1966.2,tellis,8,4,0,tellis,tellis. väikeplokk,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,C,1465.3,313.8,0.176,314.59,1.002523901,245.16,0.78126195,pole
308,Ühiselamu üliõpilastele või õpilastele,11321,Tartu maakond, Tartu linn, Tartu linn,1976,1971-1980,1950-1980,53,50,195,142,5,0,6,1,16.3,16.5,0,0,670,3178,514.8,2700.8,tellis,4,0,0,tellis,tellis. väikeplokk,pole,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,B,1286.7,443.3,0.256,432.13,0.974798105,322.34,0.727137379,pole
12,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Ilmatsalu alevik,1972,1971-1980,1950-1980,18,20,87,69,3,0,3,1,10.2,10,0,0,438,1305.8,424.1,998,tellis,4,0,0,tellis,tellis. väikeplokk,keraamiline tellis,eterniit,kaugküte,1,0,0,0,0,1,C,693,236,0.254,159.68,0.676610169,156.63,0.663686441,pole
15,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Ilmatsalu alevik,1974,1971-1980,1950-1980,18,20,87,69,3,0,3,1,10.4,10.5,0,0,438,1305.8,122.3,998,tellis,4,0,0,tellis,tellis. väikeplokk,keraamiline tellis,eterniit,kaugküte,1,0,0,0,0,1,E,693,236,0.254,159.68,0.676610169,156.63,0.663686441,pole
293,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1918,1911-1920,<1950,21,20,60,39,3,0,1,1,13.8,14,24.2,26.1,443.7,1069.4,105,999,tellis,5,1,0,tellis,tellis,krohv,muu,kaugküte. kohtküte,0,1,0,0,0,1,C,819.4,148.9,0.154,159.84,1.073472129,88.53,0.594560107,pole
97,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1959,1951-1960,1950-1980,12,10,51,39,3,0,1,1,11.7,11.5,0,0,305,731.8,92.2,684.2,tellis,4,0,0,monteeritav raudbetoon,tellis. väikeplokk,krohv,eterniit,kaugküte,0,1,0,0,0,1,D,490,110.2,0.184,109.47,0.993393829,88.53,0.803357532,pole
5,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1976,1971-1980,1950-1980,27,30,108,81,3,0,3,1,12.3,12.5,0,0,547,1665.1,500.6,1221,tellis,4,0,0,muu,tellis. väikeplokk,pole,eterniit,kaugküte,0,1,0,1,0,1,E,0,1,1.000,195.36,195.36,186.3,186.3,pole
340,Muu kolme või enama korteriga elamu,12311,Tartu maakond, Tartu linn, Tartu linn,1981,1981-1990,>1980,61,60,144,83,5,0,1,1,15.5,15.5,0,0,871,3305.9,852.1,3189,tellis,10,6,0,tellis. monteeritav raudbetoon. monoliitne raudbetoon,tellis. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,0,0,1,B,0,1,1.000,510.24,510.24,190.9,190.9,pole
17,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu vald, Kärkna küla,1978 (2019),1971-1980,>1980,27,30,108,81,3,0,3,0,10.8,11,12.2,50.3,635,1524.7,411.7,1235.2,tellis,4,0,0,tellis,betoon. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),keraamiline tellis,plaatmaterjal (seal hulgas tsementkiudplaat),lokaalküte,1,0,0,0,0,0,C,847.4,189.1,0.182,197.63,1.045118985,183.87,0.972342676,Pelletkatel
328,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1960,1951-1960,1950-1980,24,20,90,66,3,0,2,1,12.1,12,11.5,35.9,388,1017,192,872,tellis,4,0,0,puit. tellis. monteeritav raudbetoon,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,A,460,206,0.309,139.52,0.677281553,149.82,0.727281553,pole
12,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Elva vald, Elva linn,1970 (2020),1961-1970,>1980,12,10,48,36,2,0,3,0,7.3,7.5,11.3,38.6,372,893.8,0,672.8,tellis,4,0,0,tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),keraamiline tellis,eterniit,kohtküte,0,1,0,0,0,1,C,472.8,123.7,0.207,107.65,0.870234438,81.72,0.660630558,Kaugküte
384,Muu kolme või enama korteriga elamu,12319,Tartu maakond, Tartu linn, Tartu linn,1958,1951-1960,1950-1980,21,20,62,41,4,0,3,1,18,18,14.2,35.4,472,1777.7,353.4,1404.7,tellis,4,0,0,puit. monoliitne raudbetoon. tellis,tellis,krohv,plekk,kaugküte. kohtküte,0,1,0,0,0,1,A,846,320.6,0.275,224.75,0.701035558,93.07,0.290299439,pole
329,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1959,1951-1960,1950-1980,24,20,90,66,3,0,2,1,13.9,14,11.5,35.9,396,1211.6,370,1211.6,tellis,4,0,0,puit. monteeritav raudbetoon. tellis,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,A,512,214.4,0.295,193.86,0.904179104,149.82,0.698787313,pole
316,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1912,1911-1920,<1950,45,50,144,99,4,0,3,1,17.7,17.5,0,0,856,3031.3,314.6,2273,tellis,13,8,0,muu,muu,krohv,eterniit,lokaalküte,0,1,0,1,0,1,C,1041,340,0.246,363.68,1.069647059,224.73,0.660970588,pole
349,Muu kolme või enama korteriga elamu,12331,Tartu maakond, Tartu linn, Tartu linn,1961,1961-1970,1950-1980,60,60,244,184,5,0,3,1,17.7,17.5,11.1,61.2,679,2934.8,185.5,2664.7,tellis,4,0,0,tellis. puit. monteeritav raudbetoon,tellis,krohv,plaatmaterjal (seal hulgas tsementkiudplaat),kaugküte,0,1,0,0,0,1,A,1260,507.9,0.287,426.35,0.839440835,417.68,0.822366608,pole
46,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1978,1971-1980,1950-1980,54,50,274,220,5,0,5,1,15.3,15.5,0,0,1480,5519.9,1559.3,3867.3,tellis,4,0,2,tellis,tellis. väikeplokk. tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,C,1425.3,538.6,0.274,618.77,1.148845154,499.4,0.927218715,pole
273,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1958,1951-1960,1950-1980,11,10,46,35,3,0,1,1,12.5,12.5,0,0,314,778.6,45,612.9,tellis,4,0,0,tellis,tellis,krohv,plekk,kohtküte,0,1,0,0,0,1,G,609,102.5,0.144,98.06,0.956721951,79.45,0.775121951,pole
386,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1962,1961-1970,1950-1980,32,30,120,88,4,0,2,1,15.3,15.5,11.2,35.7,395.7,1366.2,85.2,1220.4,tellis,4,0,0,tellis. puit. monteeritav raudbetoon,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,C,609,243,0.285,195.26,0.803555556,199.76,0.822057613,pole
336,Muu kolme või enama korteriga elamu,11318,Tartu maakond, Tartu linn, Tartu linn,1962,1961-1970,1950-1980,49,50,206,157,4,0,4,1,15.7,15.5,11.2,61.2,657,2531.4,363.1,2521,tellis,4,0,0,tellis. monoliitne raudbetoon,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,A,1572.3,431,0.215,403.36,0.93587007,356.39,0.826890951,pole
362,Muu kolme või enama korteriga elamu,12201,Tartu maakond, Tartu linn, Tartu linn,1959,1951-1960,1950-1980,30,30,78,48,4,0,3,1,15.9,16,11.5,35.9,391,1504,317.2,1504,tellis,4,0,0,tellis. puit. monteeritav raudbetoon,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,A,770,283,0.269,240.64,0.850318021,108.96,0.385017668,pole
16,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Elva vald, Elva linn,1970,1961-1970,1950-1980,18,20,72,54,3,0,2,1,16,16,0,0,377,1138.6,73,862.6,tellis,4,0,0,muu. tellis,muu. tellis,krohv,muu. plekk,kaugküte,0,1,0,0,0,0,C,582,141,0.195,138.02,0.978836879,122.58,0.869361702,pole
224,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1990,1981-1990,>1980,15,20,76,61,3,0,3,1,9.5,9.5,54.9,10.3,542,1459.1,517.3,1069,tellis,10,6,0,tellis,tellis. väikeplokk,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,C,787,184,0.189,171.04,0.929565217,138.47,0.752554348,pole
389,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1962,1961-1970,1950-1980,31,30,117,86,4,0,3,1,15.2,15,11.4,35.7,406.3,1364,238.2,1220.8,tellis,4,0,0,tellis. tellis. väikeplokk. puit. monteeritav raudbetoon,tellis. väikeplokk. tellis,keraamiline tellis. krohv,plekk,kaugküte,0,1,0,0,0,1,B,852.1,252.8,0.229,195.33,0.772658228,195.22,0.772231013,pole
383,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1962,1961-1970,1950-1980,32,30,120,88,4,0,2,1,14.7,14.5,11.2,36.2,383,1349.9,223.2,1349.9,tellis,4,0,0,tellis. puit. monteeritav raudbetoon,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,B,938.3,254.8,0.214,215.98,0.847660911,199.76,0.783987441,pole
322,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1935,1931-1940,<1950,32,30,120,88,4,0,2,1,14.6,14.5,11.2,36.2,394,1368.8,248.4,1216.4,tellis,4,0,0,tellis. puit. monteeritav raudbetoon,tellis,fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,0,0,1,A,704.8,256.3,0.267,194.62,0.759360125,199.76,0.779399142,pole
31,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Elva vald, Elva linn,1964,1961-1970,1950-1980,24,20,97,73,3,0,2,1,12.2,12,0,0,474,1370.3,134.4,1050,tellis,4,0,0,tellis,tellis. väikeplokk,keraamiline tellis,eterniit,kaugküte,0,1,0,0,0,1,E,0,1,0.000,168.00,168,167.9,167.9,pole
55,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1967,1961-1970,1950-1980,32,30,136,104,4,0,2,1,14,14,11.3,41.4,455,1611.2,263.7,1396.7,tellis,4,0,0,muu. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,tellis. väikeplokk. väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,eterniit. plekk,lokaalküte. kaugküte,0,1,0,0,1,0,D,1096,282.7,0.205,223.47,0.790491687,236.08,0.835090202,pole
79,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1976,1971-1980,1950-1980,40,40,170,130,5,0,2,1,17.3,17.5,31.9,33.2,642.9,2815.9,758.5,2315,tellis,14,10,0,tellis. monoliitne raudbetoon. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,A,1422,602,0.297,370.40,0.615282392,295.1,0.490199336,pole
33,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1953,1951-1960,1950-1980,18,20,77,59,3,0,3,1,11.5,11.5,0,0,447,1179.5,253,1011,tellis,12,6,0,tellis,tellis. väikeplokk,krohv,eterniit,kaugküte,0,1,0,0,0,1,E,730,158,0.178,161.76,1.023797468,133.93,0.847658228,pole
57,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Rahinge küla,1968,1961-1970,1950-1980,12,10,48,36,2,0,2,1,7.8,8,11.9,34.5,361,846.6,321,568.4,tellis,4,0,0,tellis,tellis. väikeplokk,keraamiline tellis,eterniit,kohtküte,0,1,0,0,0,0,A,422.2,129.4,0.235,90.94,0.702812983,81.72,0.631530139,pole
385,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1962,1961-1970,1950-1980,33,30,122,89,4,0,2,1,15.3,15.5,11.2,35.7,392.7,1377.2,252.7,1228,tellis,4,0,0,tellis. puit. monteeritav raudbetoon,tellis,krohv,plekk,kaugküte,0,1,0,0,0,1,C,609,243,0.285,196.48,0.808559671,202.03,0.831399177,pole
136,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1967,1961-1970,1950-1980,25,30,93,68,4,0,2,1,14.8,15,10.9,37.6,418,1568.6,255.9,1229.5,tellis,4,0,2,tellis. tellis. väikeplokk,tellis. väikeplokk,krohv. muu,eterniit,kaugküte,0,1,0,0,1,0,F,846,320.6,0.275,196.72,0.613599501,154.36,0.48147224,pole
212,Muu kolme või enama korteriga elamu,11222,Tartu maakond, Tartu linn, Tartu linn,1935,1931-1940,<1950,12,10,50,38,2,0,2,1,11.3,11.5,17.3,31.3,466.5,743.3,130.7,678.1,tellis,12,8,0,puit. tellis,tellis,krohv,plekk,kaugküte,0,1,0,0,1,1,C,531,98.6,0.157,108.50,1.100365112,86.26,0.87484787,pole
331,Muu kolme või enama korteriga elamu,11222,Saare maakond, Saaremaa vald, Kuressaare linn,1962,1961-1970,1950-1980,24,20,90,66,3,0,2,1,12.3,12.5,11.4,36.4,407,1118.3,301.5,870,tellis,4,0,0,tellis,tellis,krohv,plekk,kaugküte. kohtküte,0,1,0,0,0,1,A,457.3,204.8,0.309,139.20,0.6796875,149.82,0.731542969,pole
6,Muu kolme või enama korteriga elamu,11222,Saare maakond, Saaremaa vald, Kuressaare linn,1982,1981-1990,>1980,30,30,162,132,5,0,3,1,15.8,16,12.9,51.4,620,2529.4,521.6,2214.8,tellis,4,0,0,tellis,pole,keraamiline tellis,muu. bituumen või  PVC  plaat või rullmaterjal,kaugküte. kohtküte,1,0,0,1,0,0,C,0,1,0.000,354.37,354.368,303.6,303.6,pole
110,Muu kolme või enama korteriga elamu,11222,Järva maakond, Paide linn, Paide linn,1977,1971-1980,1950-1980,12,10,60,48,3,0,2,1,8.7,8.5,9.2,35,294,875.3,250.4,701.8,tellis,4,0,0,väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte. kohtküte,0,1,0,0,0,0,C,655.2,81.2,0.110,112.29,1.382857143,108.96,1.341871921,pole
27,Muu kolme või enama korteriga elamu,11222,Järva maakond, Paide linn, Paide linn,1991,1991-2000,>1980,28,30,148,120,4,0,3,1,13.5,13.5,14.3,58.8,753,2558.4,683.8,2879,tellis,8,4,0,tellis,tellis,fassaadiplaat (seal hulgas tsementkiudplaat). krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte. lokaalküte,1,0,0,1,0,1,B,0,1,0.000,460.64,460.64,276,276,pole
36,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1974,1971-1980,1950-1980,36,40,144,108,4,0,3,1,15.3,15.5,12.4,49.5,634.4,2001.7,0,1699.3,tellis,4,0,0,tellis,tellis. väikeplokk. tellis,keraamiline tellis. krohv,eterniit. plekk,kaugküte,0,1,0,1,0,0,C,1318,310,0.190,271.89,0.877058065,245.16,0.79083871,Tõhus kaugküte
365,Muu kolme või enama korteriga elamu,12139,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1960,1951-1960,1950-1980,17,20,67,50,3,0,1,1,13.5,13.5,12.9,31.1,358,957.9,186,830.7,tellis,4,0,0,monteeritav raudbetoon. tellis,tellis,fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,0,0,1,D,482.2,187.9,0.280,132.91,0.707354976,113.5,0.604044705,pole
175,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1968,1961-1970,1950-1980,55,60,233,178,5,0,4,1,18.1,18,14.3,65.5,801.6,3296.7,592.9,2703.8,tellis,4,0,0,monoliitne raudbetoon. monteeritav raudbetoon. tellis,tellis,krohv,plekk,kaugküte,0,1,0,0,0,0,D,1591,441.1,0.217,432.61,0.98074813,404.06,0.916028112,pole
108,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1964,1961-1970,1950-1980,32,30,120,88,4,0,2,1,15.4,15.5,11.5,35.8,413,1399,301.6,1097.4,tellis,4,0,0,tellis,tellis,fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,1,0,1,D,783,227,0.225,175.58,0.773497797,199.76,0.88,pole
118,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1957,1951-1960,1950-1980,12,10,51,39,3,0,1,1,10.8,11,14.1,22.2,331,878.4,240.1,638.3,tellis,4,0,0,tellis. monteeritav raudbetoon,tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,lokaalküte,1,0,0,0,0,1,D,479,118,0.198,102.13,0.865491525,88.53,0.750254237,pole
216,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1964,1961-1970,1950-1980,44,40,168,124,4,0,3,1,14.1,14,11.5,50.7,622,2060.1,461.7,1729,tellis,4,0,0,tellis,tellis,keraamiline tellis. fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,0,0,1,B,1028,340,0.249,276.64,0.813647059,281.48,0.827882353,pole
226,Muu kolme või enama korteriga elamu,12311,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1964,1961-1970,1950-1980,38,40,153,115,4,0,3,1,14.9,15,13.2,61.5,818,2565.1,328.6,2301,tellis,4,9,0,tellis. looduslik kivi. monteeritav raudbetoon,tellis,fassaadiplaat (seal hulgas tsementkiudplaat). krohv,bituumen või  PVC  plaat või rullmaterjal. plekk,kaugküte,0,1,0,0,0,1,A,1210.4,408.4,0.252,368.16,0.901469148,261.05,0.639201763,pole
104,Muu kolme või enama korteriga elamu,12319,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1966,1961-1970,1950-1980,60,60,241,181,4,0,3,1,13.7,13.5,12.7,61,830,2601.7,193.5,2601.7,tellis,4,0,0,monoliitne raudbetoon. monteeritav raudbetoon. tellis,tellis,fassaadiplaat (seal hulgas tsementkiudplaat),plekk,kaugküte,0,1,0,0,0,1,C,1130.5,389.4,0.256,416.27,1.069008731,410.87,1.055136107,pole
282,Muu kolme või enama korteriga elamu,12319,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1972,1971-1980,1950-1980,60,60,270,210,5,0,4,1,19.2,19,12.6,85,1072.4,4699.7,787.5,3723,tellis,4,0,0,monoliitne raudbetoon. monteeritav raudbetoon. tellis,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis,krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,B,2400,581,0.195,595.68,1.025266781,476.7,0.820481928,pole
262,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1974,1971-1980,1950-1980,12,10,60,48,3,0,2,1,11.4,11.5,10.1,33.9,285,859.3,250.5,689.8,tellis,14,10,0,tellis,tellis. väikeplokk,krohv,eterniit,kaugküte,0,1,0,0,0,1,B,492,132,0.212,110.37,0.836121212,108.96,0.825454545,pole
22,Muu kolme või enama korteriga elamu,12331,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1979,1971-1980,1950-1980,55,60,193,138,5,0,4,1,15.9,16,14.5,64.9,836,3267.1,481.7,2723.7,tellis,8,4,0,monoliitne raudbetoon. monteeritav raudbetoon. tellis. väike- või suurplokk. näiteks vaht. mull. kergkruus. kärg. betoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms),krohv,bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,0,D,1342.2,567.4,0.297,435.79,0.768050758,313.26,0.552097286,pole
80,Muu kolme või enama korteriga elamu,11222,Lääne-Viru maakond, Rakvere linn, Rakvere linn,1983,1981-1990,>1980,15,20,80,65,5,0,1,1,17.5,17.5,18.8,22.3,330.6,1309.5,272.8,985.3,tellis,8,4,0,tellis. monteeritav raudbetoon,väike- või suurplokk (vaht. mull. kergkruus. kärg. betoon jms). tellis,krohv. fassaadiplaat (seal hulgas tsementkiudplaat),bituumen või  PVC  plaat või rullmaterjal,kaugküte,1,0,0,1,0,1,C,1105,181,0.141,157.65,0.870983425,147.55,0.81519337,pole
